Target_1-Day,Target_2-Day,Target_3-Day,Target_4-Day,Target_5-Day,Date,Open,High,Low,Close,Adj Close,Volume
-0.005093387,-0.001697832,0.014714218,0.018675717,0.014148274,-1319846400,17.67000008,17.67000008,17.67000008,17.67000008,17.67000008,0
0.003412939,0.019909009,0.023890789,0.019340168,0.019909009,-1319760000,17.57999992,17.57999992,17.57999992,17.57999992,17.57999992,0
0.016439962,0.020408199,0.015873055,0.016439962,0.024376435,-1319673600,17.63999939,17.63999939,17.63999939,17.63999939,17.63999939,0
0.003904054,-0.000557737,0,0.007808109,0.018404903,-1319587200,17.93000031,17.93000031,17.93000031,17.93000031,17.93000031,0
-0.00444444,-0.003888872,0.003888872,0.014444457,0.020000034,-1319328000,18,18,18,18,18,0
0.000558048,0.008370514,0.018973223,0.024553601,0.030133873,-1319241600,17.92000008,17.92000008,17.92000008,17.92000008,17.92000008,0
0.007808109,0.018404903,0.023982169,0.029559329,0.040156124,-1319155200,17.93000031,17.93000031,17.93000031,17.93000031,17.93000031,0
0.010514695,0.01604875,0.0215827,0.032097395,0.02933042,-1319068800,18.06999969,18.06999969,18.06999969,18.06999969,18.06999969,0
0.005476472,0.01095284,0.021358126,0.018619942,0.028477571,-1318982400,18.26000023,18.26000023,18.26000023,18.26000023,18.26000023,0
0.00544654,0.015795152,0.013071883,0.02287582,0.037581623,-1318723200,18.36000061,18.36000061,18.36000061,18.36000061,18.36000061,0
0.010292554,0.007584036,0.017334866,0.031961007,0.026002247,-1318636800,18.45999908,18.45999908,18.45999908,18.45999908,18.45999908,0
-0.002680924,0.006970567,0.021447701,0.015549647,0.012868621,-1318550400,18.64999962,18.64999962,18.64999962,18.64999962,18.64999962,0
0.009677436,0.024193486,0.018279578,0.015591344,0.018817224,-1318464000,18.60000038,18.60000038,18.60000038,18.60000038,18.60000038,0
0.014376919,0.008519693,0.005857226,0.009052187,0.026624067,-1318377600,18.78000069,18.78000069,18.78000069,18.78000069,18.78000069,0
-0.00577421,-0.008398942,-0.005249264,0.012073567,-0.00734905,-1318118400,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,0
-0.002639976,0.000527995,0.017951433,-0.001583986,0.004223861,-1318032000,18.94000053,18.94000053,18.94000053,18.94000053,18.94000053,0
0.003176357,0.020645914,0.001058786,0.006882005,0.005293827,-1317945600,18.88999939,18.88999939,18.88999939,18.88999939,18.88999939,0
0.017414243,-0.002110866,0.003693915,0.002110766,0.014775661,-1317859200,18.95000076,18.95000076,18.95000076,18.95000076,18.95000076,0
-0.019190914,-0.013485489,-0.015041541,-0.00259342,-0.000518684,-1317772800,19.28000069,19.28000069,19.28000069,19.28000069,19.28000069,0
0.00581706,0.004230562,0.016922247,0.019037579,0.010047622,-1317513600,18.90999985,18.90999985,18.90999985,18.90999985,18.90999985,0
-0.001577323,0.011040961,0.013144059,0.004206095,0.022082022,-1317427200,19.02000046,19.02000046,19.02000046,19.02000046,19.02000046,0
0.012638219,0.014744639,0.005792555,0.023696723,0.022116908,-1317340800,18.98999977,18.98999977,18.98999977,18.98999977,18.98999977,0
0.002080131,-0.006760227,0.010920489,0.009360391,0.026001041,-1317254400,19.22999954,19.22999954,19.22999954,19.22999954,19.22999954,0
-0.008822007,0.008822007,0.007265147,0.023871254,0.021276587,-1316908800,19.27000046,19.27000046,19.27000046,19.27000046,19.27000046,0
0.017801055,0.016230338,0.032984249,0.030366488,0.021989532,-1316822400,19.10000038,19.10000038,19.10000038,19.10000038,19.10000038,0
-0.001543245,0.014917644,0.012345667,0.004115222,0.004115222,-1316736000,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,0
0.016486332,0.013910379,0.005667213,0.005667213,0.011334328,-1316649600,19.40999985,19.40999985,19.40999985,19.40999985,19.40999985,0
-0.002534173,-0.010643644,-0.010643644,-0.005068443,-0.019766822,-1316563200,19.72999954,19.72999954,19.72999954,19.72999954,19.72999954,0
-0.008130073,-0.008130073,-0.002540709,-0.01727643,-0.026930929,-1316304000,19.68000031,19.68000031,19.68000031,19.68000031,19.68000031,0
0,0.005635179,-0.009221327,-0.018954961,-0.01383199,-1316217600,19.52000046,19.52000046,19.52000046,19.52000046,19.52000046,0
0.005635179,-0.009221327,-0.018954961,-0.01383199,-0.009733634,-1316131200,19.52000046,19.52000046,19.52000046,19.52000046,19.52000046,0
-0.014773256,-0.024452347,-0.019358083,-0.015282692,-0.008150782,-1316044800,19.62999916,19.62999916,19.62999916,19.62999916,19.62999916,0
-0.009824226,-0.004653576,-0.000517075,0.006721777,0.017580153,-1315958400,19.34000015,19.34000015,19.34000015,19.34000015,19.34000015,0
0.005221952,0.009399494,0.016710167,0.027676277,0.031331613,-1315699200,19.14999962,19.14999962,19.14999962,19.14999962,19.14999962,0
0.00415584,0.011428536,0.022337678,0.025974026,0.027532503,-1315612800,19.25,19.25,19.25,19.25,19.25,0
0.007242596,0.01810659,0.021727888,0.023279915,0.025866529,-1315526400,19.32999992,19.32999992,19.32999992,19.32999992,19.32999992,0
0.010785876,0.014381135,0.015922002,0.018490017,0.023626143,-1315440000,19.46999931,19.46999931,19.46999931,19.46999931,19.46999931,0
0.003556895,0.00508132,0.007621932,0.012703252,0.028455257,-1315353600,19.68000031,19.68000031,19.68000031,19.68000031,19.68000031,0
0.001519022,0.004050629,0.00911394,0.024810115,0.033417714,-1315094400,19.75,19.75,19.75,19.75,19.75,0
0.002527767,0.007583398,0.023255767,0.03185031,0.024772485,-1315008000,19.78000069,19.78000069,19.78000069,19.78000069,19.78000069,0
0.005042884,0.020675736,0.029248609,0.02218863,0.020675736,-1314921600,19.82999992,19.82999992,19.82999992,19.82999992,19.82999992,0
0.015554414,0.024084272,0.017059716,0.015554414,0.014049111,-1314835200,19.93000031,19.93000031,19.93000031,19.93000031,19.93000031,0
0.008399213,0.001482247,0,-0.001482247,0.005928895,-1314748800,20.23999977,20.23999977,20.23999977,20.23999977,20.23999977,0
-0.006859353,-0.008329254,-0.009799156,-0.002449742,0.001469901,-1314489600,20.40999985,20.40999985,20.40999985,20.40999985,20.40999985,0
-0.001480054,-0.002960107,0.004440067,0.008386782,0.005920026,-1314403200,20.27000046,20.27000046,20.27000046,20.27000046,20.27000046,0
-0.001482247,0.005928895,0.009881461,0.007411048,-0.009387378,-1314316800,20.23999977,20.23999977,20.23999977,20.23999977,20.23999977,0
0.007422144,0.011380577,0.008906497,-0.007916866,-0.004453154,-1314230400,20.20999908,20.20999908,20.20999908,20.20999908,20.20999908,0
0.003929269,0.001473417,-0.015226,-0.011787808,-0.021611028,-1314144000,20.36000061,20.36000061,20.36000061,20.36000061,20.36000061,0
-0.00244624,-0.019080298,-0.015655562,-0.025440335,-0.039628246,-1313884800,20.44000053,20.44000053,20.44000053,20.44000053,20.44000053,0
-0.016674849,-0.013241714,-0.023050482,-0.037273185,-0.0505149,-1313798400,20.38999939,20.38999939,20.38999939,20.38999939,20.38999939,0
0.003491352,-0.006483749,-0.020947636,-0.034413898,-0.014962556,-1313712000,20.04999924,20.04999924,20.04999924,20.04999924,20.04999924,0
-0.009940395,-0.024353959,-0.03777337,-0.018389703,-0.012425447,-1313625600,20.12000084,20.12000084,20.12000084,20.12000084,20.12000084,0
-0.014558279,-0.028112423,-0.00853414,-0.002510002,-0.001004039,-1313539200,19.92000008,19.92000008,19.92000008,19.92000008,19.92000008,0
-0.013754384,0.006113135,0.01222627,0.013754481,-0.003056519,-1313280000,19.62999916,19.62999916,19.62999916,19.62999916,19.62999916,0
0.020144596,0.026342986,0.02789251,0.01084706,0.023760283,-1313193600,19.36000061,19.36000061,19.36000061,19.36000061,19.36000061,0
0.006075992,0.007594917,-0.00911394,0.003544288,0.012658228,-1313107200,19.75,19.75,19.75,19.75,19.75,0
0.001509752,-0.015098195,-0.002516414,0.006542484,0.010065367,-1313020800,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,0
-0.016582911,-0.004020097,0.005025145,0.008542718,-0.005025145,-1312934400,19.89999962,19.89999962,19.89999962,19.89999962,19.89999962,0
0.012774655,0.021972423,0.025549311,0.011752659,0.014307649,-1312675200,19.56999969,19.56999969,19.56999969,19.56999969,19.56999969,0
0.009081751,0.012613522,-0.001009105,0.001513657,-0.008072646,-1312588800,19.81999969,19.81999969,19.81999969,19.81999969,19.81999969,0
0.003499985,-0.010000038,-0.007499981,-0.017000008,-0.019499969,-1312416000,20,20,20,20,20,0
-0.013452938,-0.0109616,-0.020428493,-0.022919735,-0.034877871,-1312329600,20.06999969,20.06999969,20.06999969,20.06999969,20.06999969,0
0.00252531,-0.007070677,-0.009595891,-0.021717092,-0.056565605,-1312070400,19.79999924,19.79999924,19.79999924,19.79999924,19.79999924,0
-0.009571815,-0.012090668,-0.024181337,-0.058942068,-0.076070539,-1311984000,19.85000038,19.85000038,19.85000038,19.85000038,19.85000038,0
-0.002543196,-0.014750713,-0.049847383,-0.067141389,-0.039165843,-1311897600,19.65999985,19.65999985,19.65999985,19.65999985,19.65999985,0
-0.012238642,-0.047424797,-0.064762897,-0.036716022,-0.028556928,-1311811200,19.61000061,19.61000061,19.61000061,19.61000061,19.61000061,0
-0.035622122,-0.053175046,-0.024780662,-0.016520474,-0.032524576,-1311724800,19.37000084,19.37000084,19.37000084,19.37000084,19.37000084,0
-0.018201293,0.011241921,0.019807223,0.003211963,-0.01498933,-1311465600,18.68000031,18.68000031,18.68000031,18.68000031,18.68000031,0
0.029989053,0.038713145,0.02181023,0.003271508,0,-1311379200,18.34000015,18.34000015,18.34000015,18.34000015,18.34000015,0
0.008470082,-0.007940689,-0.025939639,-0.029115895,-0.016940164,-1311292800,18.88999939,18.88999939,18.88999939,18.88999939,18.88999939,0
-0.016272938,-0.034120716,-0.037270295,-0.025196827,-0.025721774,-1311206400,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,0
-0.018143018,-0.021344697,-0.009071509,-0.009605139,-0.010672298,-1311120000,18.73999977,18.73999977,18.73999977,18.73999977,18.73999977,0
-0.003260841,0.009239135,0.008695644,0.007608766,0.003804331,-1310860800,18.39999962,18.39999962,18.39999962,18.39999962,18.39999962,0
0.012540869,0.0119956,0.010905167,0.007088286,0.018538721,-1310774400,18.34000015,18.34000015,18.34000015,18.34000015,18.34000015,0
-0.000538515,-0.001615443,-0.00538505,0.005923566,0.015616635,-1310688000,18.56999969,18.56999969,18.56999969,18.56999969,18.56999969,0
-0.001077508,-0.004849146,0.006465563,0.016163855,0.027478461,-1310601600,18.55999947,18.55999947,18.55999947,18.55999947,18.55999947,0
-0.003775707,0.007551207,0.017259961,0.028586772,0.032362376,-1310515200,18.54000092,18.54000092,18.54000092,18.54000092,18.54000092,0
0.011369843,0.021115393,0.032485133,0.036275046,0.027612358,-1310256000,18.46999931,18.46999931,18.46999931,18.46999931,18.46999931,0
0.00963599,0.020877911,0.024625218,0.016059916,0.032655278,-1310169600,18.68000031,18.68000031,18.68000031,18.68000031,18.68000031,0
0.011134628,0.01484617,0.006362615,0.022799591,0.032873749,-1310083200,18.86000061,18.86000061,18.86000061,18.86000061,18.86000061,0
0.003670671,-0.004719463,0.011536509,0.02149973,0.016780267,-1309996800,19.06999969,19.06999969,19.06999969,19.06999969,19.06999969,0
-0.008359449,0.007837071,0.017763854,0.013061651,0.016718898,-1309910400,19.13999939,19.13999939,19.13999939,19.13999939,19.13999939,0
0.016333055,0.02634352,0.021601678,0.025289755,0.023709208,-1309651200,18.97999954,18.97999954,18.97999954,18.97999954,18.97999954,0
0.009849591,0.005183954,0.008812761,0.007257614,-0.01762572,-1309564800,19.29000092,19.29000092,19.29000092,19.29000092,19.29000092,0
-0.004620131,-0.001026718,-0.002566696,-0.02720733,-0.034394255,-1309392000,19.47999954,19.47999954,19.47999954,19.47999954,19.47999954,0
0.003610093,0.002062966,-0.022692039,-0.029912323,-0.022176396,-1309305600,19.38999939,19.38999939,19.38999939,19.38999939,19.38999939,0
-0.001541561,-0.02620752,-0.033401832,-0.025693732,-0.039054386,-1309046400,19.45999908,19.45999908,19.45999908,19.45999908,19.45999908,0
-0.024704042,-0.031909461,-0.02418946,-0.037570743,-0.032424141,-1308960000,19.43000031,19.43000031,19.43000031,19.43000031,19.43000031,0
-0.007387931,0.000527616,-0.013192612,-0.007915647,0.004221632,-1308873600,18.95000076,18.95000076,18.95000076,18.95000076,18.95000076,0
0.007974462,-0.005847884,-0.000531644,0.011695972,0.009569394,-1308787200,18.80999947,18.80999947,18.80999947,18.80999947,18.80999947,0
-0.013712992,-0.008438811,0.003692068,0.001582315,0.003692068,-1308700800,18.95999908,18.95999908,18.95999908,18.95999908,18.95999908,0
0.005347512,0.017647054,0.015507968,0.017647054,0.022459896,-1308441600,18.70000076,18.70000076,18.70000076,18.70000076,18.70000076,0
0.01223412,0.010106412,0.01223412,0.017021363,0.015425581,-1308355200,18.79999924,18.79999924,18.79999924,18.79999924,18.79999924,0
-0.002101992,0,0.004729383,0.003152888,0.008933267,-1308268800,19.03000069,19.03000069,19.03000069,19.03000069,19.03000069,0
0.00210642,0.006845765,0.00526595,0.011058504,0.013164824,-1308182400,18.98999977,18.98999977,18.98999977,18.98999977,18.98999977,0
0.004729383,0.003152888,0.008933267,0.011035159,0.020493924,-1308096000,19.03000069,19.03000069,19.03000069,19.03000069,19.03000069,0
-0.001569074,0.004184096,0.006276094,0.015690336,0.018305359,-1307836800,19.12000084,19.12000084,19.12000084,19.12000084,19.12000084,0
0.005762211,0.007857497,0.017286533,0.019905666,0.01781038,-1307750400,19.09000015,19.09000015,19.09000015,19.09000015,19.09000015,0
0.002083282,0.011458297,0.014062424,0.011979142,0.011458297,-1307664000,19.20000076,19.20000076,19.20000076,19.20000076,19.20000076,0
0.009355525,0.011954238,0.009875288,0.009355525,0.004677763,-1307577600,19.23999977,19.23999977,19.23999977,19.23999977,19.23999977,0
0.002574626,0.000514945,0,-0.004634405,-0.003089571,-1307491200,19.42000008,19.42000008,19.42000008,19.42000008,19.42000008,0
-0.002054392,-0.002568014,-0.007190518,-0.005649651,0.005649749,-1307232000,19.46999931,19.46999931,19.46999931,19.46999931,19.46999931,0
-0.00051468,-0.0051467,-0.003602661,0.007720001,0.003087981,-1307145600,19.43000031,19.43000031,19.43000031,19.43000031,19.43000031,0
-0.004634405,-0.003089571,0.008238921,0.003604516,-0.008753866,-1307059200,19.42000008,19.42000008,19.42000008,19.42000008,19.42000008,0
0.001552027,0.012933264,0.008277281,-0.004138641,-0.001552027,-1306972800,19.32999992,19.32999992,19.32999992,19.32999992,19.32999992,0
0.011363601,0.006714832,-0.00568185,-0.003099244,-0.00568185,-1306886400,19.36000061,19.36000061,19.36000061,19.36000061,19.36000061,0
-0.004596535,-0.016853929,-0.014300342,-0.016853929,-0.014810981,-1306627200,19.57999992,19.57999992,19.57999992,19.57999992,19.57999992,0
-0.012313996,-0.009748617,-0.012313996,-0.010261614,-0.018471042,-1306540800,19.48999977,19.48999977,19.48999977,19.48999977,19.48999977,0
0.002597363,0,0.00207797,-0.00623381,0.011428536,-1306454400,19.25,19.25,19.25,19.25,19.25,0
-0.002590634,-0.000518048,-0.008808294,0.008808294,0.016062248,-1306368000,19.29999924,19.29999924,19.29999924,19.29999924,19.29999924,0
0.00207797,-0.00623381,0.011428536,0.01870133,0.020259709,-1306281600,19.25,19.25,19.25,19.25,19.25,0
-0.008294544,0.009331176,0.01658889,0.018144036,0.024883334,-1306022400,19.29000092,19.29000092,19.29000092,19.29000092,19.29000092,0
0.01777314,0.025091556,0.02665971,0.033455375,0.046523854,-1305936000,19.12999916,19.12999916,19.12999916,19.12999916,19.12999916,0
0.007190616,0.008731386,0.01540838,0.028248647,0.027221402,-1305849600,19.46999931,19.46999931,19.46999931,19.46999931,19.46999931,0
0.001529769,0.008159094,0.020907692,0.019887781,0.020907692,-1305763200,19.61000061,19.61000061,19.61000061,19.61000061,19.61000061,0
0.006619199,0.019348324,0.018329971,0.019348324,0.035641588,-1305676800,19.63999939,19.63999939,19.63999939,19.63999939,19.63999939,0
0.012645422,0.011633765,0.012645422,0.028831547,0.030854764,-1305417600,19.77000046,19.77000046,19.77000046,19.77000046,19.77000046,0
-0.000999024,0,0.015984,0.017981953,0.025974048,-1305331200,20.02000046,20.02000046,20.02000046,20.02000046,20.02000046,0
0.001000023,0.017000008,0.018999958,0.027000046,0.028999996,-1305244800,20,20,20,20,20,0
0.015984,0.017981953,0.025974048,0.027972001,0.029470536,-1305158400,20.02000046,20.02000046,20.02000046,20.02000046,20.02000046,0
0.00196652,0.009832879,0.011799399,0.013274359,0.026057064,-1305072000,20.34000015,20.34000015,20.34000015,20.34000015,20.34000015,0
0.007850921,0.009813581,0.011285646,0.024043263,0.02894996,-1304812800,20.37999916,20.37999916,20.37999916,20.37999916,20.37999916,0
0.001947371,0.003407969,0.016066208,0.020934683,0.02580325,-1304726400,20.54000092,20.54000092,20.54000092,20.54000092,20.54000092,0
0.001457759,0.014091395,0.018950408,0.023809513,0.017492741,-1304640000,20.57999992,20.57999992,20.57999992,20.57999992,20.57999992,0
0.012615246,0.017467185,0.022319217,0.016011641,0.023289642,-1304553600,20.61000061,20.61000061,20.61000061,20.61000061,20.61000061,0
0.004791494,0.009583078,0.003354082,0.010541414,0.002395747,-1304467200,20.87000084,20.87000084,20.87000084,20.87000084,20.87000084,0
0.004768736,-0.001430557,0.005722501,-0.002384322,0.005245618,-1304121600,20.96999931,20.96999931,20.96999931,20.96999931,20.96999931,0
-0.00616987,0.000949239,-0.007119109,0.000474619,0.004271483,-1304035200,21.06999969,21.06999969,21.06999969,21.06999969,21.06999969,0
0.007163305,-0.000955132,0.00668574,0.010506175,0.009551043,-1303948800,20.94000053,20.94000053,20.94000053,20.94000053,20.94000053,0
-0.008060696,-0.000474169,0.003319094,0.002370756,0.002370756,-1303862400,21.09000015,21.09000015,21.09000015,21.09000015,21.09000015,0
0.007648176,0.011472264,0.01051622,0.01051622,0.019598463,-1303603200,20.92000008,20.92000008,20.92000008,20.92000008,20.92000008,0
0.003795063,0.002846274,0.002846274,0.011859583,0.004743851,-1303516800,21.07999992,21.07999992,21.07999992,21.07999992,21.07999992,0
-0.000945201,-0.000945201,0.00803403,0.000945201,0.000945201,-1303430400,21.15999985,21.15999985,21.15999985,21.15999985,21.15999985,0
0,0.008987727,0.001892191,0.001892191,0.003784292,-1303344000,21.13999939,21.13999939,21.13999939,21.13999939,21.13999939,0
0.008987727,0.001892191,0.001892191,0.003784292,0.01040687,-1303257600,21.13999939,21.13999939,21.13999939,21.13999939,21.13999939,0
-0.007032331,-0.007032331,-0.005157084,0.001406502,0.00468825,-1302998400,21.32999992,21.32999992,21.32999992,21.32999992,21.32999992,0
0,0.001888527,0.008498598,0.011803588,0.010859279,-1302912000,21.18000031,21.18000031,21.18000031,21.18000031,21.18000031,0
0.001888527,0.008498598,0.011803588,0.010859279,0.010387125,-1302825600,21.18000031,21.18000031,21.18000031,21.18000031,21.18000031,0
0.006597611,0.009896371,0.008953843,0.008482578,-0.004241289,-1302739200,21.21999931,21.21999931,21.21999931,21.21999931,21.21999931,0
0.003277139,0.002340788,0.001872613,-0.010767858,-0.010299682,-1302652800,21.36000061,21.36000061,21.36000061,21.36000061,21.36000061,0
-0.000933292,-0.001399939,-0.01399912,-0.013532474,-0.003266435,-1302393600,21.43000031,21.43000031,21.43000031,21.43000031,21.43000031,0
-0.000467082,-0.013078033,-0.012610951,-0.002335322,-0.007006054,-1302307200,21.40999985,21.40999985,21.40999985,21.40999985,21.40999985,0
-0.012616844,-0.012149544,-0.001869113,-0.006542028,-0.009813042,-1302220800,21.39999962,21.39999962,21.39999962,21.39999962,21.39999962,0
0.000473272,0.010885067,0.006152441,0.00283963,0.006152441,-1302134400,21.12999916,21.12999916,21.12999916,21.12999916,21.12999916,0
0.01040687,0.005676483,0.002365239,0.005676483,0.003784292,-1302048000,21.13999939,21.13999939,21.13999939,21.13999939,21.13999939,0
-0.004681666,-0.007958805,-0.004681666,-0.006554368,-0.01170412,-1301788800,21.36000061,21.36000061,21.36000061,21.36000061,21.36000061,0
-0.003292554,0,-0.001881511,-0.007055485,-0.003762931,-1301702400,21.26000023,21.26000023,21.26000023,21.26000023,21.26000023,0
0.003303431,0.001415705,-0.003775362,-0.000471932,0.010382223,-1301616000,21.19000053,21.19000053,21.19000053,21.19000053,21.19000053,0
-0.001881511,-0.007055485,-0.003762931,0.007055485,0.011759172,-1301529600,21.26000023,21.26000023,21.26000023,21.26000023,21.26000023,0
-0.005183728,-0.001884967,0.008953843,0.013666396,0.020263917,-1301443200,21.21999931,21.21999931,21.21999931,21.21999931,21.21999931,0
0.003315949,0.014211238,0.018948347,0.025580246,0.028896195,-1301184000,21.11000061,21.11000061,21.11000061,21.11000061,21.11000061,0
0.010859279,0.015580733,0.022190713,0.025495704,0.028800784,-1301097600,21.18000031,21.18000031,21.18000031,21.18000031,21.18000031,0
0.004670732,0.011209704,0.01447919,0.017748766,0.020084087,-1301011200,21.40999985,21.40999985,21.40999985,21.40999985,21.40999985,0
0.006508572,0.009762858,0.013017233,0.015341698,0.020920449,-1300924800,21.51000023,21.51000023,21.51000023,21.51000023,21.51000023,0
0.003233242,0.006466573,0.008776006,0.014318682,0.007390293,-1300579200,21.64999962,21.64999962,21.64999962,21.64999962,21.64999962,0
0.00322291,0.005524901,0.011049714,0.004143654,0.010589386,-1300492800,21.71999931,21.71999931,21.71999931,21.71999931,21.71999931,0
0.002294595,0.00780166,0.000917786,0.00734281,0.009178469,-1300406400,21.79000092,21.79000092,21.79000092,21.79000092,21.79000092,0
0.005494457,-0.001373658,0.005036658,0.006868114,0.003205114,-1300320000,21.84000015,21.84000015,21.84000015,21.84000015,21.84000015,0
