Date,^GSPC,Open,High,Low,Close,Adj Close,Volume
-1.7362877452023335,0.0,-0.5739149962896385,-0.5997508369944419,-0.5990948806968511,-0.5994309055251279,-0.5994309055251279,-0.5592007932569202
-1.7361893981876049,0.0,-0.5739535966130396,-0.5997896401139858,-0.5991341248215988,-0.5994699123846868,-0.5994699123846868,-0.5592007932569202
-1.7360910511728764,0.0,-0.5741176443063646,-0.5999545496715789,-0.5993009086092503,-0.5996356878179134,-0.5996356878179134,-0.5592007932569202
-1.735992704158148,0.0,-0.5740114952575763,-0.5998478429430674,-0.5991929891374572,-0.5995284208140758,-0.5995284208140758,-0.5592007932569202
-1.7356976631139625,0.0,-0.5741658928700512,-0.6000030517207744,-0.599349961893922,-0.5996844445324128,-0.5996844445324128,-0.5592007932569202
-1.735599316099234,0.0,-0.5742913402399751,-0.6001291581588234,-0.5994775015568259,-0.5998112131060804,-0.5998112131060804,-0.5592007932569202
-1.7355009690845056,0.0,-0.5743106404016757,-0.6001485597185954,-0.5994971236191997,-0.59983071653586,-0.59983071653586,-0.5592007932569202
-1.7354026220697771,0.0,-0.5741948431126019,-0.6000321540604324,-0.5993793949874826,-0.599713699677082,-0.599713699677082,-0.5592007932569202
-1.7353042750550485,0.0,-0.5740886940638138,-0.5999254473319209,-0.5992714755156896,-0.5996064326732443,-0.5996064326732443,-0.5592007932569202
-1.7350092340108632,0.0,-0.5743685390462125,-0.6002067625476769,-0.5995559879350583,-0.5998892249652489,-0.5998892249652489,-0.5592007932569202
-1.7349108869961347,0.0,-0.574358890805927,-0.6001970636180255,-0.5995461787751342,-0.5998794751103086,-0.5998794751103086,-0.5592007932569202
-1.734812539981406,0.0,-0.5743974892887633,-0.6002358648873349,-0.5995854210286189,-0.5999184801099181,-0.5999184801099181,-0.5592007932569202
-1.7347141929666776,0.0,-0.5742816919996896,-0.600119459229172,-0.5994676923969019,-0.5998014632511401,-0.5998014632511401,-0.5592007932569202
-1.7346158459519492,0.0,-0.5741851930317516,-0.6000224532805464,-0.5993695839562957,-0.5997039479621922,-0.5997039479621922,-0.5592007932569202
-1.7343208049077636,0.0,-0.5740307954192769,-0.5998672445028393,-0.599212611199831,-0.5995479242438553,-0.5995479242438553,-0.5592007932569202
-1.7342224578930352,0.0,-0.5739632466938898,-0.5997993408938719,-0.5991439358527857,-0.5994796640995765,-0.5994796640995765,-0.5592007932569202
-1.7341241108783068,0.0,-0.5741465927083507,-0.5999836501610024,-0.5993303398315482,-0.5996649411026332,-0.5996649411026332,-0.5592007932569202
-1.7340257638635783,0.0,-0.5740404455001272,-0.5998769452827254,-0.599222422231018,-0.599557675958745,-0.599557675958745,-0.5592007932569202
-1.7339274168488497,0.0,-0.5739825450150255,-0.5998187406034093,-0.5991635560438966,-0.5994991656694065,-0.5994991656694065,-0.5592007932569202
-1.7336323758046643,0.0,-0.5741755429509015,-0.6000127525006604,-0.5993597729251088,-0.5996941962473025,-0.5996941962473025,-0.5592007932569202
-1.7335340287899357,0.0,-0.574098344144664,-0.5999351481118069,-0.5992812865468765,-0.599616184388134,-0.599616184388134,-0.5592007932569202
-1.7334356817752072,0.0,-0.5741369426275004,-0.5999739493811164,-0.5993205288003612,-0.5996551893877435,-0.5996551893877435,-0.5592007932569202
-1.7333373347604788,0.0,-0.5740404455001272,-0.5998769452827254,-0.599222422231018,-0.599557675958745,-0.599557675958745,-0.5592007932569202
-1.7332389877457504,0.0,-0.574262391837989,-0.6001000576693999,-0.5994480703345281,-0.5997819598213607,-0.5997819598213607,-0.5592007932569202
-1.7329439467015648,0.0,-0.5742141414337377,-0.6000515537699699,-0.5993990151785935,-0.599733201246912,-0.599733201246912,-0.5592007932569202
-1.7328455996868364,0.0,-0.574223791514588,-0.6000612545498558,-0.5994088262097804,-0.5997429529618017,-0.5997429529618017,-0.5592007932569202
-1.732747252672108,0.0,-0.5741755429509015,-0.6000127525006604,-0.5993597729251088,-0.5996941962473025,-0.5996941962473025,-0.5592007932569202
-1.7326489056573795,0.0,-0.5741176443063646,-0.5999545496715789,-0.5993009086092503,-0.5996356878179134,-0.5996356878179134,-0.5592007932569202
-1.7325505586426508,0.0,-0.5741272925466501,-0.5999642486012303,-0.5993107177691743,-0.5996454376728538,-0.5996454376728538,-0.5592007932569202
-1.7321571705837369,0.0,-0.574223791514588,-0.6000612545498558,-0.5994088262097804,-0.5997429529618017,-0.5997429529618017,-0.5592007932569202
-1.7320588235690084,0.0,-0.574262391837989,-0.6001000576693999,-0.5994480703345281,-0.5997819598213607,-0.5997819598213607,-0.5592007932569202
-1.73196047655428,0.0,-0.5743106404016757,-0.6001485597185954,-0.5994971236191997,-0.59983071653586,-0.59983071653586,-0.5592007932569202
-1.7318621295395515,0.0,-0.5746097855457749,-0.6004492764941234,-0.5998012581009421,-0.600133012257644,-0.600133012257644,-0.5592007932569202
-1.731567088495366,0.0,-0.5746966344328626,-0.600536581662863,-0.5998895555103614,-0.6002207758317023,-0.6002207758317023,-0.5592007932569202
-1.7314687414806376,0.0,-0.5745422368203877,-0.6003813728851559,-0.5997325827538966,-0.6000647521133653,-0.6000647521133653,-0.5592007932569202
-1.7312720474511805,0.0,-0.574522938499252,-0.6003619731756185,-0.5997129625627857,-0.6000452505435353,-0.6000452505435353,-0.5592007932569202
-1.731173700436452,0.0,-0.5744746880950007,-0.6003134692761884,-0.5996639074068513,-0.5999964919690867,-0.5999964919690867,-0.5592007932569202
-1.7308786593922667,0.0,-0.5745422368203877,-0.6003813728851559,-0.5997325827538966,-0.6000647521133653,-0.6000647521133653,-0.5592007932569202
-1.730780312377538,0.0,-0.5744939882567012,-0.6003328708359604,-0.5996835294692251,-0.6000159953988661,-0.6000159953988661,-0.5592007932569202
-1.7306819653628096,0.0,-0.5743974892887633,-0.6002358648873349,-0.5995854210286189,-0.5999184801099181,-0.5999184801099181,-0.5592007932569202
-1.7305836183480812,0.0,-0.574358890805927,-0.6001970636180255,-0.5995461787751342,-0.5998794751103086,-0.5998794751103086,-0.5592007932569202
-1.7304852713333527,0.0,-0.574358890805927,-0.6001970636180255,-0.5995461787751342,-0.5998794751103086,-0.5998794751103086,-0.5592007932569202
-1.7301902302891672,0.0,-0.574098344144664,-0.5999351481118069,-0.5992812865468765,-0.599616184388134,-0.599616184388134,-0.5592007932569202
-1.7300918832744387,0.0,-0.5740018451767261,-0.5998381421631813,-0.5991831781062704,-0.599518669099186,-0.599518669099186,-0.5592007932569202
-1.7299935362597103,0.0,-0.5740886940638138,-0.5999254473319209,-0.5992714755156896,-0.5996064326732443,-0.5996064326732443,-0.5592007932569202
-1.7298951892449816,0.0,-0.5740307954192769,-0.5998672445028393,-0.599212611199831,-0.5995479242438553,-0.5995479242438553,-0.5592007932569202
-1.7297968422302532,0.0,-0.5737509485963135,-0.5995859274368488,-0.5989280969091996,-0.5992651300919012,-0.5992651300919012,-0.5592007932569202
-1.7295018011860679,0.0,-0.5736833998709263,-0.5995180238278813,-0.5988594215621542,-0.5991968699476224,-0.5991968699476224,-0.5592007932569202
-1.7294034541713392,0.0,-0.5737605986771637,-0.5995956282167348,-0.5989379079403865,-0.5992748818067909,-0.5992748818067909,-0.5592007932569202
-1.7293051071566108,0.0,-0.5737509485963135,-0.5995859274368488,-0.5989280969091996,-0.5992651300919012,-0.5992651300919012,-0.5592007932569202
-1.7292067601418823,0.0,-0.5736158511455393,-0.5994501202189138,-0.5987907462151087,-0.5991286098033437,-0.5991286098033437,-0.5592007932569202
-1.729108413127154,0.0,-0.5734325032905137,-0.5992658091015488,-0.5986043403650834,-0.5989433309403376,-0.5989433309403376,-0.5592007932569202
-1.7288133720829684,0.0,-0.5733360043225758,-0.5991688031529232,-0.5985062319244773,-0.5988458156513896,-0.5988458156513896,-0.5592007932569202
-1.72871502506824,0.0,-0.5732395071952026,-0.5990717990545322,-0.598408125355134,-0.5987483022223911,-0.5987483022223911,-0.5592007932569202
-1.7286166780535115,0.0,-0.5730561593401771,-0.5988874879371672,-0.5982217195051086,-0.5985630233593849,-0.5985630233593849,-0.5592007932569202
-1.7285183310387828,0.0,-0.5731044079038636,-0.5989359899863627,-0.5982707727897802,-0.5986117800738842,-0.5986117800738842,-0.5592007932569202
-1.7284199840240544,0.0,-0.5729307101296883,-0.5987613796488837,-0.5980941779709418,-0.5984362529257677,-0.5984362529257677,-0.5592007932569202
-1.7281249429798688,0.0,-0.5726701653089902,-0.5984994659928997,-0.597829287613947,-0.5981729640635426,-0.5981729640635426,-0.5592007932569202
-1.7280265959651404,0.0,-0.5727763125172136,-0.5986061708711766,-0.5979372052144771,-0.5982802292074308,-0.5982802292074308,-0.5592007932569202
-1.727928248950412,0.0,-0.5728245629214649,-0.5986546747706067,-0.5979862603704117,-0.5983289877818795,-0.5983289877818795,-0.5592007932569202
-1.7278299019356835,0.0,-0.5727666624363633,-0.5985964700912906,-0.5979273941832902,-0.5982704774925411,-0.5982704774925411,-0.5592007932569202
-1.727731554920955,0.0,-0.5724482171305636,-0.5982763517559906,-0.597603637639174,-0.5979486783409775,-0.5979486783409775,-0.5592007932569202
-1.7274365138767696,0.0,-0.5728052627597644,-0.5986352732108347,-0.5979666383080379,-0.5983094843521001,-0.5983094843521001,-0.5592007932569202
-1.7273381668620411,0.0,-0.5726991137109763,-0.5985285664823231,-0.5978587188362449,-0.5982022173482624,-0.5982022173482624,-0.5592007932569202
-1.7272398198473125,0.0,-0.572728063953527,-0.5985576688219811,-0.5978881519298055,-0.5982314724929316,-0.5982314724929316,-0.5592007932569202
-1.727141472832584,0.0,-0.5724964675348149,-0.5983248556554206,-0.5976526927951086,-0.5979974369154262,-0.5979974369154262,-0.5592007932569202
-1.72674808477367,0.0,-0.5724578672114138,-0.5982860525358766,-0.5976134486703609,-0.5979584300558672,-0.5979584300558672,-0.5592007932569202
-1.7266497377589416,0.0,-0.5726219149047388,-0.5984509620934696,-0.5977802324580125,-0.598124205489094,-0.598124205489094,-0.5592007932569202
-1.7265513907442132,0.0,-0.5722938195180888,-0.5981211429782836,-0.5974466648827094,-0.5977926546226405,-0.5977926546226405,-0.5592007932569202
-1.7264530437294847,0.0,-0.5723227697606396,-0.5981502453179416,-0.5974760979762701,-0.5978219097673098,-0.5978219097673098,-0.5592007932569202
-1.726354696714756,0.0,-0.57201397453569,-0.5978398277625275,-0.5971621524633408,-0.5975098623306359,-0.5975098623306359,-0.5592007932569202
-1.7260596556705707,0.0,-0.5720622230993767,-0.597888329811723,-0.5972112057480125,-0.5975586190451352,-0.5975586190451352,-0.5592007932569202
-1.7259613086558423,0.0,-0.5722166207118514,-0.59804353858943,-0.5973681785044771,-0.5977146427634721,-0.5977146427634721,-0.5592007932569202
-1.7258629616411136,0.0,-0.5722166207118514,-0.59804353858943,-0.5973681785044771,-0.5977146427634721,-0.5977146427634721,-0.5592007932569202
-1.7257646146263852,0.0,-0.572110473503628,-0.597936833711153,-0.5972602609039469,-0.5976073776195838,-0.5976073776195838,-0.5592007932569202
-1.7256662676116568,0.0,-0.5723903184860267,-0.598218148926909,-0.5975447733233156,-0.5978901699115885,-0.5978901699115885,-0.5592007932569202
-1.7253712265674712,0.0,-0.5725736663410522,-0.5984024600442741,-0.5977311791733408,-0.5980754487745946,-0.5980754487745946,-0.5592007932569202
-1.7252728795527428,0.0,-0.5724771673731144,-0.5983054540956486,-0.5976330707327348,-0.5979779334856467,-0.5979779334856467,-0.5592007932569202
-1.7251745325380143,0.0,-0.5723999685668769,-0.5982278497067951,-0.5975545843545024,-0.5978999216264782,-0.5978999216264782,-0.5592007932569202
-1.725076185523286,0.0,-0.5722648711161027,-0.59809204248886,-0.5974172336604116,-0.5977634013379207,-0.5977634013379207,-0.5592007932569202
-1.7249778385085572,0.0,-0.5720622230993767,-0.597888329811723,-0.5972112057480125,-0.5975586190451352,-0.5975586190451352,-0.5592007932569202
-1.724682797464372,0.0,-0.5719946743739895,-0.5978204262027556,-0.597142530400967,-0.5974903589008564,-0.5974903589008564,-0.5592007932569202
-1.7245844504496435,0.0,-0.5719657241314388,-0.5977913238630975,-0.5971130973074062,-0.5974611037561872,-0.5974611037561872,-0.5592007932569202
-1.7244861034349148,0.0,-0.5719174755677522,-0.597742821813902,-0.5970640440227346,-0.5974123470416879,-0.5974123470416879,-0.5592007932569202
-1.7243877564201864,0.0,-0.5718209765998142,-0.5976458158652765,-0.5969659355821285,-0.59731483175274,-0.59731483175274,-0.5592007932569202
-1.724289409405458,0.0,-0.571521831455715,-0.5973450990897484,-0.5966618011003861,-0.5970125360309558,-0.5970125360309558,-0.5592007932569202
-1.7239943683612724,0.0,-0.57135778376239,-0.5971801895321555,-0.5964950173127346,-0.5968467605977291,-0.5968467605977291,-0.5592007932569202
-1.723896021346544,0.0,-0.5714928812131642,-0.5973159967500904,-0.5966323680068254,-0.5969832808862866,-0.5969832808862866,-0.5592007932569202
-1.7237976743318155,0.0,-0.571521831455715,-0.5973450990897484,-0.5966618011003861,-0.5970125360309558,-0.5970125360309558,-0.5592007932569202
-1.723699327317087,0.0,-0.5715507816982658,-0.5973742014294064,-0.5966912341939468,-0.5970417911756251,-0.5970417911756251,-0.5592007932569202
-1.7236009803023584,0.0,-0.5714060323260766,-0.597228691581351,-0.5965440705974062,-0.5968955173122285,-0.5968955173122285,-0.5592007932569202
-1.723305939258173,0.0,-0.5713288335198392,-0.5971510871924974,-0.5964655842191738,-0.59681750545306,-0.59681750545306,-0.5592007932569202
-1.7232075922434444,0.0,-0.5713770839240905,-0.5971995910919274,-0.5965146393751084,-0.5968662640275086,-0.5968662640275086,-0.5592007932569202
-1.723109245228716,0.0,-0.5717051793107405,-0.5975294102071135,-0.5968482069504115,-0.597197814893962,-0.597197814893962,-0.5592007932569202
-1.7230108982139876,0.0,-0.5716376287447887,-0.5974615047479115,-0.5967795297321031,-0.5971295528897338,-0.5971295528897338,-0.5592007932569202
-1.7229125511992591,0.0,-0.5718306266806645,-0.5976555166451625,-0.5969757466133154,-0.5973245834676297,-0.5973245834676297,-0.5592007932569202
-1.7226175101550736,0.0,-0.572110473503628,-0.597936833711153,-0.5972602609039469,-0.5976073776195838,-0.5976073776195838,-0.5592007932569202
-1.7225191631403451,0.0,-0.5723710183243261,-0.5981987473671371,-0.5975251512609417,-0.597870666481809,-0.597870666481809,-0.5592007932569202
-1.7224208161256167,0.0,-0.5719946743739895,-0.5978204262027556,-0.597142530400967,-0.5974903589008564,-0.5974903589008564,-0.5592007932569202
-1.7223224691108883,0.0,-0.5718788752443511,-0.597704018694358,-0.5970247998979871,-0.597373340182129,-0.597373340182129,-0.5592007932569202
